%MatrixMarket matrix coordinate pattern symmetric 
2113 2113 6632
179 1659 23 16 4
180 1744 23 15 5
181 1747 23 2 4
182 1957 23 6 6
183 138 24 10 8
184 260 24 3 2
185 385 24 24 6
186 531 24 17 8
187 533 24 13 2
188 784 24 25 10
189 1000 24 11 4
190 213 25 8 7
191 256 25 12 8
192 1248 26 17 8
193 702 27 12 2
194 966 27 2 9
195 428 28 20 2
196 1197 28 11 7
197 311 29 14 3
198 1252 29 22 4
199 103 30 8 10
200 171 30 4 3
201 186 30 22 4
202 208 30 1 7
203 273 30 16 9
204 280 30 11 7
205 305 30 14 10
206 401 30 12 8
207 407 30 16 3
208 433 30 18 2
209 542 30 25 9
210 663 30 10 9
211 859 30 4 2
212 935 30 22 3
213 976 30 3 9
214 1011 30 23 5
215 1023 30 23 2
216 1107 30 9 9
217 1109 30 9 9
218 1120 30 17 9
219 1244 30 12 5
220 1317 30 13 4
221 1399 30 23 9
222 1494 30 22 1
223 1517 30 9 2
224 1519 30 8 5
225 1576 30 7 9
226 1611 30 14 2
227 1706 30 25 10
228 1803 30 12 4
229 1806 30 9 10
230 1856 30 2 5
231 1889 30 21 7
232 1907 30 23 4
233 2006 30 20 3
234 2008 30 14 2
235 2069 30 21 9
236 52 31 6 7
237 152 31 17 9
238 198 31 20 9
239 204 31 2 6
240 231 31 14 3
241 233 31 6 2
242 279 31 21 6
243 393 31 9 9
244 475 31 15 9
245 515 31 21 9
246 556 31 5 6
247 592 31 22 7
248 618 31 25 8
249 733 31 10 7
250 763 31 17 9
251 816 31 9 4
252 819 31 7 5
253 856 31 24 7
254 873 31 25 5
255 887 31 3 1
256 895 31 19 1
257 942 31 7 6
258 1005 31 15 8
259 1105 31 7 2
260 1165 31 17 7
261 1327 31 10 3
262 1355 31 23 2
263 1443 31 25 9
264 1495 31 22 1
265 1535 31 16 5
266 1557 31 7 2
267 1571 31 8 5
268 1618 31 15 9
269 1660 31 1 5
270 1698 31 18 1
271 1737 31 24 1
272 1746 31 19 10
273 1799 31 14 6
274 1826 31 16 8
275 1839 31 2 6
276 1889 31 9 1
277 1951 31 25 1
278 1967 31 15 3
279 2015 31 21 2
280 2082 31 14 8
281 510 32 1 4
282 1553 33 20 3
283 1153 34 7 8
284 522 35 21 10
285 1732 35 19 9
286 779 36 18 4
287 79 37 11 9
288 178 37 13 10
289 273 37 21 7
290 539 37 25 8
291 586 37 4 5
292 608 37 8 9
293 618 37 2 1
294 651 37 17 9
295 719 37 9 1
296 805 37 15 5
297 841 37 15 9
298 850 37 15 3
299 912 37 10 10
300 944 37 12 3
301 1250 37 21 7
302 1359 37 12 5
303 1396 37 25 4
304 1430 37 12 3
305 1653 37 14 7
306 1807 37 17 6
307 1916 37 24 7
308 1975 37 10 9
309 2072 37 22 7
310 2092 37 24 5
311 2093 37 7 6
312 1849 38 19 8
313 491 39 16 7
314 593 39 3 8
315 841 39 4 4
316 1040 39 6 1
317 1166 39 17 8
318 1214 39 14 3
319 1157 40 6 10
320 1471 41 14 10
321 721 42 24 7
322 488 43 22 7
323 714 43 7 2
324 55 44 8 4
325 254 44 21 9
326 762 44 10 9
327 827 44 16 8
328 1518 44 20 6
329 483 45 15 1
330 264 46 22 1
331 616 46 18 9
332 647 46 17 3
333 895 46 23 8
334 1218 46 6 5
335 1263 46 24 2
336 613 47 4 5
337 53 48 20 3
338 79 48 4 7
339 134 48 10 2
340 476 48 14 7
341 746 48 15 2
342 802 48 16 8
343 1121 48 16 3
344 1484 48 1 9
345 1583 48 24 7
346 1618 48 2 8
347 1888 48 13 8
348 86 49 18 6
349 108 49 11 1
350 142 49 14 10
351 191 49 24 4
352 223 49 17 1
353 270 49 24 8
354 276 49 9 2
355 301 49 12 10
356 323 49 7 7
357 335 49 14 4
358 342 49 2 10
359 360 49 3 4
360 394 49 17 10
361 395 49 25 1
362 413 49 10 1
363 419 49 23 6
364 423 49 5 3
365 496 49 7 3
366 522 49 3 1
367 539 49 6 3
368 593 49 5 1
369 623 49 10 4
370 633 49 20 1
371 640 49 22 6
372 651 49 18 5
373 655 49 7 1
374 688 49 14 2
375 707 49 11 5
376 713 49 10 2
377 825 49 4 2
378 830 49 6 1
379 864 49 23 1
380 899 49 1 3
381 934 49 25 9
382 958 49 3 8
383 997 49 11 9
384 1021 49 7 3
385 1022 49 21 9
386 1026 49 20 9
387 1033 49 1 2
388 1039 49 25 9
389 1040 49 3 7
390 1053 49 12 8
391 1073 49 6 9
392 1089 49 1 3
393 1138 49 4 9
394 1166 49 8 6
395 1169 49 24 4
396 1182 49 8 5
397 1195 49 16 3
398 1229 49 21 6
399 1287 49 3 8
400 1300 49 9 2
401 1323 49 4 9
402 1375 49 13 3
403 1378 49 5 6
404 1472 49 8 9
405 1475 49 6 2
406 1499 49 16 8
407 1539 49 13 1
408 1570 49 18 7
409 1604 49 19 5
410 1635 49 9 2
411 1639 49 3 7
412 1645 49 10 6
413 1676 49 13 7
414 1689 49 21 1
415 1729 49 12 5
416 1756 49 12 7
417 1825 49 20 9
418 1876 49 6 8
419 1940 49 24 4
420 2007 49 10 8
421 2015 49 12 1
422 2025 49 12 2
423 2047 49 22 5
424 2052 49 10 5
425 2080 49 22 5
426 2088 49 19 9
427 1436 50 22 3
428 217 51 20 10
429 419 51 2 4
430 604 51 16 7
431 618 51 19 7
432 1026 51 6 4
433 1175 51 2 9
434 1403 51 7 8
435 1665 51 10 1
436 1807 51 14 4
437 1825 51 19 7
438 1979 51 10 2
439 2031 51 1 8
440 393 52 2 7
441 618 52 6 7
442 1355 52 9 2
443 1443 52 4 4
444 1737 52 13 7
445 1889 52 14 7
446 2082 52 10 10
447 293 53 7 4
448 476 53 23 2
449 636 53 8 2
450 825 53 17 5
451 1044 53 24 2
452 1048 53 22 7
453 1061 53 6 8
454 1118 53 17 7
455 1121 53 3 6
456 1189 53 18 1
457 1355 53 5 10
458 1484 53 15 8
459 1559 53 4 9
460 1779 53 5 4
461 1888 53 6 1
462 1642 54 8 6
463 137 55 3 6
464 305 55 20 5
465 377 55 11 7
466 422 55 19 9
467 471 55 22 3
468 494 55 25 8
469 609 55 11 10
470 739 55 9 9
471 750 55 12 6
472 984 55 9 10
473 1030 55 23 1
474 1296 55 6 5
475 1377 55 11 4
476 1399 55 4 10
477 1567 55 7 5
478 1686 55 1 6
479 1777 55 1 4
480 1807 55 22 3
481 227 56 9 4
482 293 56 21 3
483 407 56 9 4
484 546 56 9 6
485 746 56 6 9
486 945 56 8 9
487 967 56 1 5
488 988 56 2 1
489 1448 56 15 6
490 1592 56 14 10
491 1670 56 9 3
492 1779 56 2 2
493 1888 56 13 5
494 1949 56 2 1
495 2006 56 23 9
496 79 57 10 7
497 357 57 10 4
498 449 57 23 1
499 488 57 20 5
500 503 57 25 7
501 512 57 15 2
502 528 57 7 6
503 586 57 13 1
504 802 57 25 9
505 841 57 12 4
506 940 57 16 2
507 943 57 18 5
508 949 57 16 10
509 955 57 13 9
510 981 57 8 7
511 987 57 22 5
512 1154 57 12 1
513 1174 57 23 4
514 1205 57 11 8
515 1289 57 20 9
516 1377 57 11 7
517 1448 57 17 7
518 1536 57 19 10
519 1877 57 23 9
520 1901 57 1 9
521 2026 57 7 8
522 551 58 19 10
523 291 59 8 4
524 1214 59 5 1
525 864 60 3 4
526 1587 61 17 9
527 1800 61 2 5
528 154 62 2 9
529 714 62 13 9
530 1011 62 14 4
531 1976 62 24 7
532 187 63 10 1
533 611 63 3 4
534 907 63 6 2
535 827 64 3 4
536 1023 64 13 1
537 1114 64 16 5
538 1137 64 5 5
539 1722 64 12 6
540 522 65 20 5
541 1837 65 4 7
542 1200 66 16 3
543 1823 67 14 10
544 510 68 18 1
545 1758 69 12 4
546 533 70 11 1
547 1092 70 17 1
548 1197 70 22 7
549 1352 70 20 4
550 1857 70 14 4
551 366 71 20 7
552 748 72 21 10
553 1291 72 1 5
554 407 73 25 5
555 205 74 2 9
556 408 74 4 7
557 440 74 20 9
558 901 74 3 8
559 969 74 1 8
560 1005 74 8 1
561 1035 74 8 9
562 1045 74 21 6
563 1183 74 9 3
564 1617 74 22 2
565 1788 74 6 4
566 167 75 17 8
567 733 75 14 4
568 938 75 12 1
569 1068 75 20 4
570 1121 75 21 3
571 1501 75 11 9
572 1795 75 22 10
573 1909 75 23 8
574 1957 75 9 6
575 746 76 21 3
576 890 77 1 6
577 276 78 9 1
578 119 79 21 9
579 224 79 8 2
580 246 79 25 6
581 269 79 23 6
582 276 79 25 8
583 358 79 17 4
584 385 79 23 10
585 393 79 2 4
586 396 79 3 9
587 435 79 5 4
588 449 79 15 1
589 586 79 4 2
590 608 79 20 9
591 617 79 17 9
592 652 79 17 8
593 711 79 11 5
594 720 79 25 2
595 805 79 18 1
596 848 79 21 5
597 849 79 4 6
598 896 79 12 7
599 912 79 2 2
600 981 79 5 10
601 1006 79 19 1
602 1099 79 14 10
603 1148 79 5 2
604 1205 79 15 5
605 1289 79 13 10
606 1355 79 21 2
607 1383 79 20 4
608 1418 79 2 8
609 1438 79 14 9
610 1536 79 15 7
611 1622 79 25 10
612 1772 79 5 7
613 1785 79 22 1
614 1819 79 16 10
615 1823 79 9 7
616 1849 79 21 6
617 1865 79 15 6
618 1901 79 25 3
619 2095 79 14 4
620 2096 79 7 2
621 107 80 17 7
622 334 80 11 6
623 1681 80 12 6
624 2038 80 10 4
625 200 81 22 2
626 216 81 22 8
627 1707 81 8 1
628 558 82 4 10
629 1018 82 4 1
630 1372 82 14 2
631 1005 83 6 5
632 1470 83 18 4
633 820 84 18 1
634 1518 84 15 1
635 2089 84 5 3
636 278 85 14 3
637 1325 85 10 10
638 184 86 9 1
639 217 86 19 6
640 604 86 19 3
641 618 86 18 2
642 1026 86 18 5
643 1175 86 20 6
644 1403 86 16 8
645 1665 86 8 1
646 1807 86 6 8
647 1825 86 17 6
648 1979 86 2 7
649 2031 86 17 2
650 2107 86 4 9
651 702 87 16 7
652 928 87 13 2
653 966 87 16 8
654 1658 87 18 10
655 1403 88 1 6
656 228 89 13 2
657 294 89 3 3
658 317 89 15 6
659 370 89 24 3
660 428 89 19 4
661 463 89 4 9
662 482 89 4 7
663 556 89 10 7
664 697 89 19 2
665 991 89 13 7
666 1311 89 19 2
667 1439 89 9 10
668 1449 89 14 9
669 1726 89 8 3
670 1809 89 6 7
671 2096 89 19 2
672 450 90 3 7
673 373 91 11 5
674 367 92 1 9
675 569 92 9 5
676 649 92 21 2
677 774 92 24 5
678 981 92 13 7
679 1032 92 6 3
680 1177 92 25 8
681 1536 92 15 1
682 1589 93 8 10
683 185 94 12 2
684 258 94 9 8
685 341 94 23 2
686 350 94 7 4
687 501 94 22 5
688 599 94 25 3
689 653 94 8 6
690 929 94 5 9
691 941 94 21 8
692 966 94 23 5
693 1097 94 5 10
694 1194 94 13 5
695 1202 94 2 1
696 1450 94 8 4
697 1538 94 3 6
698 1598 94 10 10
699 1842 94 13 2
700 763 95 19 2
701 1535 95 5 1
702 1165 96 5 2
703 140 97 4 10
704 291 97 23 5
705 494 97 11 7
706 1961 97 15 6
707 154 98 2 3
708 401 98 16 10
709 494 99 14 5
710 1468 99 16 8
711 848 100 5 3
712 2096 100 10 2
713 938 101 1 1
714 946 101 20 3
715 1485 101 21 2
716 1512 101 3 7
717 223 102 11 10
718 2007 102 13 1
719 213 103 2 7
720 1300 103 24 6
721 1543 103 12 7
722 1856 103 5 5
723 985 104 5 9
724 1382 104 16 2
725 285 105 8 1
726 421 105 3 3
727 2077 106 10 4
728 213 107 24 3
729 276 108 20 8
730 342 108 23 1
731 707 108 23 2
732 825 108 16 4
733 1033 108 16 6
734 1195 108 15 5
735 1300 108 3 5
736 1375 108 7 7
737 1475 108 1 10
738 1499 108 11 5
739 1639 108 10 5
740 2007 108 8 5
741 2015 108 2 1
742 1122 109 10 2
743 2072 109 20 8
744 1672 110 11 9
745 461 111 8 2
746 472 111 14 8
747 929 111 13 8
748 1693 112 2 8
749 882 113 8 10
750 1077 113 11 9
751 1870 113 19 9
752 246 114 7 8
753 1128 114 21 7
754 1253 114 14 3
755 618 115 22 7
756 1120 116 14 7
757 2071 116 12 10
758 1217 117 7 7
759 1672 117 15 9
760 739 118 19 6
761 1848 118 14 10
762 604 119 2 3
763 981 119 22 9
764 986 119 4 8
765 1126 119 22 8
766 1391 119 11 7
767 1536 119 15 1
768 1849 119 4 5
769 1870 119 10 6
770 1927 119 10 7
771 2096 119 25 9
772 136 120 16 7
773 154 120 5 2
774 440 120 7 8
775 774 120 10 9
776 895 120 8 6
777 992 120 16 8
778 1045 120 9 2
779 1214 121 24 7
780 1262 122 16 10
781 1607 122 21 5
782 294 123 14 10
783 370 123 20 2
784 428 123 23 6
785 463 123 13 1
786 482 123 16 6
787 556 123 9 9
788 697 123 22 10
789 706 123 1 6
790 991 123 6 2
791 1070 123 13 4
792 1311 123 19 5
793 1656 123 23 2
794 1726 123 8 7
795 1809 123 6 5
796 1966 123 5 9
797 2044 123 10 3
798 2096 123 8 8
799 1813 124 9 4
800 252 125 14 10
801 304 125 24 7
802 648 125 4 5
803 759 125 8 1
804 1164 125 4 7
805 1205 125 14 4
806 1543 125 10 6
807 1792 125 2 9
808 554 126 7 9
809 733 126 5 8
810 1193 126 12 10
811 1456 126 1 4
812 1957 126 4 5
813 293 127 3 7
814 316 127 3 5
815 1023 127 3 8
816 1290 127 5 7
817 1760 127 8 1
818 1848 128 10 10
819 1040 129 25 5
820 1550 129 2 7
821 1644 129 9 3
822 517 130 15 1
823 1225 130 12 5
824 1346 130 12 9
825 911 131 9 5
826 1614 132 4 1
827 1891 132 13 4
828 782 133 5 7
829 1197 133 16 4
830 1185 134 6 1
831 1196 134 10 7
832 1661 134 12 9
833 285 135 4 5
834 921 135 24 5
835 205 136 25 10
836 276 136 10 10
837 351 136 4 1
838 408 136 10 1
839 440 136 20 2
840 499 136 20 7
841 901 136 6 3
842 969 136 14 1
843 981 136 15 4
844 1035 136 8 9
845 1045 136 7 2
846 1066 136 8 8
847 1183 136 23 6
848 1536 136 25 7
849 1617 136 21 6
850 1788 136 12 2
851 1849 136 11 4
852 1777 137 6 7
853 852 138 24 9
854 208 139 16 3
855 273 139 12 9
856 841 139 23 9
857 1244 139 8 4
858 967 141 13 9
859 988 141 8 8
860 1754 141 19 6
861 1824 141 10 10
862 350 142 1 3
863 355 142 4 6
864 393 142 5 10
865 464 142 6 7
866 539 142 13 9
867 590 142 10 10
868 593 142 8 4
869 618 142 1 8
870 633 142 5 6
871 651 142 10 3
872 693 142 21 2
873 713 142 5 8
874 783 142 11 2
875 888 142 15 6
876 959 142 6 2
877 1053 142 1 10
878 1166 142 7 6
879 1208 142 5 4
880 1235 142 6 5
881 1236 142 18 8
882 1486 142 12 4
883 1635 142 22 1
884 1729 142 17 10
885 1737 142 14 9
886 1851 142 19 10
887 1889 142 16 10
888 1919 142 22 5
889 2052 142 11 9
890 367 143 9 5
891 677 144 22 1
892 372 145 10 2
893 1094 145 8 5
894 1441 145 12 5
895 1598 145 6 10
896 688 146 16 10
897 371 147 23 3
898 450 148 23 8
899 715 148 11 10
900 866 148 14 2
901 1072 148 11 2
902 1353 148 7 8
903 223 149 22 2
904 1075 149 14 7
905 1777 149 12 5
906 546 150 15 8
907 1433 150 13 9
908 258 151 15 10
909 369 151 14 4
910 875 151 6 10
911 1655 151 24 2
912 393 152 7 7
913 618 152 4 1
914 942 152 19 10
915 1355 152 25 9
916 1443 152 6 6
917 1580 152 9 9
918 1737 152 1 9
919 1889 152 25 9
920 2082 152 10 8
921 645 153 16 6
922 1333 153 19 5
923 1816 153 19 8
924 1970 153 8 8
925 1991 153 3 4
926 168 154 13 7
927 172 154 16 5
928 219 154 11 4
929 245 154 1 3
930 267 154 1 3
931 283 154 24 8
932 305 154 8 1
933 319 154 21 10
934 342 154 6 8
935 351 154 2 6
936 363 154 1 7
937 392 154 9 7
938 401 154 22 9
939 414 154 4 6
940 463 154 20 5
941 499 154 6 9
942 597 154 15 7
943 613 154 12 10
944 640 154 23 4
945 721 154 11 10
946 728 154 18 1
947 823 154 7 6
948 870 154 6 5
949 889 154 10 2
950 912 154 17 1
951 977 154 7 10
952 984 154 9 8
953 992 154 9 5
954 1045 154 8 7
955 1055 154 11 2
956 1066 154 25 8
957 1081 154 24 4
958 1096 154 9 9
959 1109 154 23 5
960 1123 154 9 2
961 1126 154 7 3
962 1178 154 21 8
963 1183 154 18 8
964 1300 154 13 5
965 1346 154 7 10
966 1387 154 19 1
967 1469 154 13 3
968 1490 154 19 7
969 1611 154 2 1
970 1701 154 11 6
971 1702 154 24 6
972 1804 154 15 10
973 1806 154 17 6
974 1821 154 25 3
975 1889 154 19 7
976 1904 154 21 8
977 1907 154 2 8
978 1943 154 16 10
979 2006 154 12 10
980 2071 154 25 7
981 168 155 13 7
982 765 156 3 2
983 1482 156 7 10
984 593 157 13 7
985 2056 157 4 4
986 2080 158 16 3
987 986 159 13 5
988 1849 159 24 2
989 371 160 25 7
990 973 160 19 2
991 1166 160 20 3
992 2052 160 10 5
993 863 161 20 7
994 1026 161 16 3
995 1175 161 25 9
996 2031 161 11 5
997 1153 162 24 4
998 913 163 9 5
999 1888 163 10 7
1000 252 164 25 2
1001 385 164 12 8
1002 410 164 2 8
1003 481 164 25 9
1004 512 164 7 9
1005 592 164 8 10
1006 820 164 14 8
1007 1000 164 17 8
1008 1252 164 9 3
1009 1273 164 12 8
1010 1290 164 23 9
1011 1488 164 23 3
1012 1495 164 11 6
1013 1535 164 5 7
1014 1536 164 23 8
1015 1541 164 21 3
1016 1567 164 25 8
1017 1578 164 1 3
1018 1622 164 4 7
1019 1695 164 16 5
1020 1760 164 25 8
1021 1848 164 4 5
1022 1912 164 13 3
1023 2082 164 14 2
1024 366 165 11 6
1025 396 166 3 7
1026 1565 166 7 8
1027 1717 166 16 6
1028 306 167 23 3
1029 733 167 17 1
1030 938 167 4 3
1031 985 167 17 2
1032 1121 167 8 5
1033 1304 167 10 1
1034 1484 167 12 9
1035 1795 167 9 9
1036 1888 167 22 9
1037 1909 167 9 9
1038 1949 167 25 10
1039 1957 167 13 5
1040 370 168 13 2
1041 598 168 3 4
1042 739 168 10 4
1043 879 168 13 7
1044 895 168 10 3
1045 905 168 8 1
1046 937 168 25 8
1047 1024 168 10 3
1048 1075 168 13 7
1049 1096 168 24 7
1050 1300 168 17 5
1051 1487 168 23 2
1052 1578 168 21 5
1053 1803 168 15 3
1054 1848 168 16 4
1055 2060 168 24 1
1056 995 169 25 5
1057 1835 169 22 7
1058 1985 169 17 7
1059 508 170 13 7
1060 604 170 18 7
1061 1248 170 22 3
1062 1479 170 9 4
1063 254 171 16 2
1064 607 171 10 1
1065 1629 171 8 6
1066 1803 171 24 2
1067 976 172 20 2
1068 646 173 9 1
1069 883 174 12 1
1070 1070 174 16 8
1071 1179 174 8 10
1072 1522 174 3 8
1073 1622 174 2 6
1074 618 175 24 10
1075 1040 175 14 4
1076 1550 175 24 3
1077 1644 175 10 4
1078 895 176 12 3
1079 1315 176 17 7
1080 622 177 1 5
1081 836 177 1 5
1082 222 178 25 9
1083 245 178 24 7
1084 247 178 1 9
1085 342 178 3 5
1086 385 178 4 10
1087 447 178 14 3
1088 542 178 3 1
1089 604 178 19 7
1090 608 178 7 7
1091 613 178 19 5
1092 618 178 13 10
1093 646 178 6 5
1094 657 178 7 4
1095 697 178 2 4
1096 860 178 17 4
1097 872 178 16 1
1098 1298 178 25 8
1099 1359 178 6 7
1100 1430 178 25 4
1101 1488 178 18 9
1102 1494 178 11 9
1103 1523 178 14 3
1104 1543 178 19 1
1105 1578 178 16 7
1106 1653 178 5 1
1107 1807 178 20 9
1108 1891 178 8 3
1109 1938 178 22 9
1110 1989 178 18 5
1111 401 179 20 10
1112 1012 180 19 6
1113 285 181 17 10
1114 633 182 22 4
1115 1609 182 3 4
1116 1491 183 16 4
1117 208 184 21 10
1118 419 184 14 5
1119 653 184 18 4
1120 655 184 5 4
1121 804 184 11 5
1122 863 184 10 2
1123 1021 184 10 8
1124 1039 184 9 6
1125 1089 184 2 3
1126 1159 184 8 10
1127 1268 184 11 4
1128 1385 184 8 6
1129 1472 184 19 4
1130 1570 184 18 2
1131 1645 184 16 9
1132 2017 184 9 2
1133 2088 184 1 6
1134 982 186 25 9
1135 1515 186 15 1
1136 1856 186 25 3
1137 1889 186 11 10
1138 240 187 24 5
1139 247 187 13 7
1140 907 187 21 4
1141 1391 187 6 1
1142 1595 187 14 1
1143 1934 187 3 7
1144 510 188 25 3
1145 800 189 1 7
1146 981 189 10 2
1147 1174 189 12 8
1148 1210 189 7 7
1149 1273 189 21 8
1150 1536 189 6 1
1151 1957 189 19 10
1152 1128 190 1 5
1153 276 191 10 1
1154 342 191 13 1
1155 707 191 21 8
1156 825 191 10 8
1157 1033 191 3 8
1158 1300 191 1 8
1159 1323 191 1 9
1160 1475 191 7 7
1161 1499 191 3 6
1162 1639 191 14 1
1163 2015 191 10 2
1164 241 192 15 2
1165 633 192 5 7
1166 1378 192 1 5
1167 1915 192 21 10
1168 688 193 16 9
1169 510 194 20 7
1170 318 195 23 2
1171 1171 195 12 9
1172 1630 195 6 1
1173 1823 195 16 4
1174 1846 195 25 10
1175 1902 195 12 9
1176 305 196 3 9
1177 1023 196 9 1
1178 1290 196 18 2
1179 1532 196 9 1
1180 1620 196 16 8
1181 1622 196 20 10
1182 1659 196 1 7
1183 1809 196 18 8
1184 1848 196 25 5
1185 1865 196 5 10
1186 1918 196 23 7
1187 217 197 7 1
1188 479 197 22 2
1189 604 197 12 5
1190 863 197 15 10
1191 1089 197 20 5
1192 1164 197 12 10
1193 1175 197 2 1
1194 1403 197 15 8
1195 1665 197 5 1
1196 393 198 1 10
1197 618 198 7 8
1198 1355 198 20 2
1199 1737 198 15 10
1200 1889 198 21 6
1201 2082 198 6 5
1202 1954 199 9 9
1203 391 200 12 2
1204 1707 200 5 6
1205 1501 201 13 6
1206 233 202 16 8
1207 329 202 12 2
1208 556 202 17 8
1209 609 202 8 5
1210 895 202 23 3
1211 1005 202 9 9
1212 1019 202 9 1
1213 1495 202 9 6
1214 1967 202 14 4
1215 290 203 17 3
1216 1302 203 11 4
1217 1381 203 13 3
1218 1443 203 17 2
1219 2049 203 1 8
1220 440 205 1 6
1221 774 205 10 7
1222 969 205 12 3
1223 992 205 4 5
1224 1788 205 19 5
1225 1816 205 19 7
1226 1151 206 16 7
1227 1413 206 6 3
1228 1642 206 1 7
1229 311 207 4 10
1230 1252 207 12 4
1231 1912 207 12 8
1232 2021 207 10 7
1233 2104 207 14 10
1234 305 208 14 3
1235 384 208 8 6
1236 463 208 24 3
1237 714 208 4 1
1238 912 208 10 7
1239 1047 208 6 3
1240 1120 208 7 8
1241 1142 208 22 10
1242 1399 208 5 5
1243 1493 208 21 2
1244 1856 208 19 8
1245 1889 208 15 5
1246 1910 208 1 2
1247 1943 208 3 7
1248 2071 208 11 3
1249 2075 208 21 4
1250 2062 209 23 5
1251 512 210 12 7
1252 1877 210 14 6
1253 1553 211 24 9
1254 564 212 21 8
1255 618 212 25 3
1256 1308 212 7 4
1257 1517 212 20 6
1258 218 213 18 5
1259 252 213 3 4
1260 304 213 3 5
1261 446 213 25 1
1262 759 213 25 6
1263 886 213 15 2
1264 951 213 20 6
1265 1105 213 11 2
1266 1164 213 12 3
1267 1205 213 22 3
1268 1429 213 3 4
1269 1477 213 11 10
1270 1534 213 5 7
1271 1543 213 2 6
1272 1681 213 14 2
1273 1706 213 4 4
1274 1792 213 17 7
1275 1811 213 11 10
1276 1897 213 1 9
1277 2038 213 10 5
1278 331 214 12 9
1279 217 215 20 6
1280 238 215 25 8
1281 604 215 4 6
1282 618 215 10 1
1283 863 215 23 8
1284 1026 215 2 6
1285 1175 215 5 6
1286 1195 215 13 7
1287 1268 215 10 8
1288 1403 215 13 9
1289 1665 215 6 3
1290 1807 215 1 8
1291 1825 215 15 7
1292 1979 215 12 3
